file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/B978-0-323-99205-3.00013-4/10.1016_B978-0-323-99205-3.00013-4.json,Intelligent wireless sensing driven metaverse: A survey,digital twin is a virtual or a digital representation of real-world assets that take into account machine learning and behavior analysis [6],manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'artificial intelligence', 'additive manufacturing']",97
./full_texts/10.1016/B978-0-323-99205-3.00013-4/10.1016_B978-0-323-99205-3.00013-4.json,Intelligent wireless sensing driven metaverse: A survey,Digital twin is a virtual replica of a real-world entity,manufacturing and industrial engineering,manufacturing and industrial engineering,59
./full_texts/10.1016/j.est.2022.106347/10.1016_j.est.2022.106347.json,Chapter 9 Gay and Lesbian Connections ,"digital twin is defined as a virtual simulation process that combines several physical quantities, scales, and probabilities of an entity by utilizing data from various sources [17,18]",energy and environmental sciences,energy and environmental sciences,5
./full_texts/10.1016/j.jmsy.2020.07.023/10.1016_j.jmsy.2020.07.023.json,A comparison of children’s experiences with fixed and removable functional appliances: A qualitative study,digital twin is a promising technology to support product and service development,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet']",117
./full_texts/10.1016/j.isatra.2021.08.021/10.1016_j.isatra.2021.08.021.json,Non-Newtonian flow modelling in the screw regions of an intermeshing corotating twin screw extruder,digital twin is a digital emulation of a physical system that estimates the characteristic outputs precisely in real time [4],manufacturing and industrial engineering,"['digital twin', 'process monitoring', 'predictive maintenance']",32
./full_texts/10.1016/j.memsci.2021.119380/10.1016_j.memsci.2021.119380.json,Investigation on dissimilar laser welding of advanced high strength steel sheets for the automotive industry,"Digital Twin is a designed virtual model based on the real structure data, and the model can be simulated under ideal conditions, which helps predict real products [40–42]",manufacturing and industrial engineering,"['digital twin', 'process monitoring']",5
./full_texts/10.1016/j.procir.2022.05.134/10.1016_j.procir.2022.05.134.json,Determination of atomic-scale chemical composition at semiconductor heteroepitaxial interfaces by high-resolution transmission electron microscopy,digital twin is a digital representation of a specific object,manufacturing and industrial engineering,manufacturing and industrial engineering,26
./full_texts/10.1016/B978-0-323-85159-6.50278-5/10.1016_B978-0-323-85159-6.50278-5.json,Fiber dispersion during compounding/injection molding of PP/kenaf composites: Flammability and mechanical properties,digital twin is a core technology for realizing a cyber-physical system and has attracted much attention in recent years,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",338
./full_texts/10.1016/B978-0-12-824369-5.00016-6/10.1016_B978-0-12-824369-5.00016-6.json,"Chapter 7 Design of intervention in programs, accompaniment actions, and prevention of loneliness in the elderly","digital twin is a virtual representation of a real-life process or system containing all its realistic characteristics (Defraeye et al., 2021)",agriculture and farm management,agriculture and farm management,205
./full_texts/10.1016/j.compag.2023.108496/10.1016_j.compag.2023.108496.json,O3PO: A domain ontology for offshore petroleum production plants,"digital twin is a replica of a real physical entity in the digital world with its counterparts (Sperandio et al., 2017)",manufacturing and industrial engineering,[],251
./full_texts/10.1016/j.ifacol.2019.12.570/10.1016_j.ifacol.2019.12.570.json,Media,"digital twin is a digital replica of a mineral processing equipment, process or the whole plant",manufacturing and industrial engineering,manufacturing and industrial engineering,181
./full_texts/10.1016/j.ifacol.2019.12.570/10.1016_j.ifacol.2019.12.570.json,Media,digital twin is a model that represents the attributes and operation of the system,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'process monitoring']",308
./full_texts/10.1016/j.mfglet.2018.02.006/10.1016_j.mfglet.2018.02.006.json,AUTOSOMAL RECESSIVE PHENOTYPES,digital twin is a comprehensive digital representation of an individual product that will play an integral role in a fully digitalized product life cycle,manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'reinforcement learning']",67
./full_texts/10.1016/j.mfglet.2018.02.006/10.1016_j.mfglet.2018.02.006.json,AUTOSOMAL RECESSIVE PHENOTYPES,digital twin is a collection of all digital artifacts that accumulate during product development linked with all data that is generated during product use,manufacturing and industrial engineering,manufacturing and industrial engineering,247
./full_texts/10.1016/j.mfglet.2018.02.006/10.1016_j.mfglet.2018.02.006.json,AUTOSOMAL RECESSIVE PHENOTYPES,digital twin is a linked collection of only the relevant data and models,manufacturing and industrial engineering,"['digital twin', 'product lifecycle']",15
./full_texts/10.1016/j.mfglet.2018.02.006/10.1016_j.mfglet.2018.02.006.json,AUTOSOMAL RECESSIVE PHENOTYPES,digital twin is a comprehensive digital representation of an individual product,manufacturing and industrial engineering,"['digital twin', 'product lifecycle', 'cyberphysical systems']",67
./full_texts/10.1016/j.mfglet.2018.02.006/10.1016_j.mfglet.2018.02.006.json,AUTOSOMAL RECESSIVE PHENOTYPES,digital twin is a set of realistic models that can simulate its actual behavior in the deployed environment,manufacturing and industrial engineering,"['digital twin', 'product lifecycle', 'industrial internet', 'process monitoring']",55
./full_texts/10.1016/j.procir.2023.02.042/10.1016_j.procir.2023.02.042.json,Probabilistic evaluation on fatigue crack growth behavior in nickel based GH4169 superalloy through experimental data,digital twin is a virtual representation of an object simulated with real-time data to help decision-making,manufacturing and industrial engineering,manufacturing and industrial engineering,9
./full_texts/10.1016/j.techfore.2023.122806/10.1016_j.techfore.2023.122806.json,Experimental and numerical study of mechanical properties of multi-phase medium-Mn TWIP-TRIP steel: Influences of strain rate and phase constituents,"digital twin is a virtual representation of the physical systems that spans its entire lifecycle, is updated from real-time data, and is supported by machine learning and simulation for decision-making (IBM, 2022; Verdouw et al., 2021)",manufacturing and industrial engineering,[],315
./full_texts/10.1016/j.tifs.2023.104147/10.1016_j.tifs.2023.104147.json,Mechanical and degradation behavior of three Fe-Mn-C alloys for potential biomedical applications,digital twin is a digital representation of its physical counterpart,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'predictive maintenance']",26
